,File,Subject,Time,Date,Message,SessionNum,PhaseNum,Trial,TrialStart,TrialTime,RawTrialTime,LRSoffset,Closest Ticks,Angle
73,REX_20251026084543.txt,Rex,161.675999302883,2025-10-26,Miss,1,2,11,160.631999253295,1.0440000495880213,1.0440000495880213,0.0,1.3760000653570046,-2.8037869919124594
74,REX_20251026084543.txt,Rex,162.047999320552,2025-10-26,Hit,1,2,11,160.631999253295,1.4160000672570163,1.4160000672570163,0.0,1.3760000653570046,0.3449598011386573
75,REX_20251026084543.txt,Rex,162.63599934848,2025-10-26,Hit,1,2,11,160.631999253295,2.004000095185006,2.004000095185006,0.0,2.1045702448263732,-0.8673164293214903
76,REX_20251026084543.txt,Rex,172.575999164023,2025-10-26,Hit,1,2,12,172.035999138374,0.5400000256489932,0.5400000256489932,0.0,0.5120000243190077,0.23646396317394147
77,REX_20251026084543.txt,Rex,172.911999179982,2025-10-26,Miss,1,2,12,172.035999138374,0.8760000416079947,0.8760000416079947,0.0,0.5120000243190077,3.0740315212542786
78,REX_20251026084543.txt,Rex,173.69199921703,2025-10-26,Miss,1,2,12,172.035999138374,1.6560000786560067,1.6560000786560067,0.0,2.0000000949950163,-2.9051286904157405
79,REX_20251026084543.txt,Rex,173.991999231279,2025-10-26,Hit,1,2,12,172.035999138374,1.9560000929050148,1.9560000929050148,0.0,2.0000000949950163,-0.3715862278449567
80,REX_20251026084543.txt,Rex,174.507999255788,2025-10-26,Miss,1,2,12,172.035999138374,2.4720001174140123,2.4720001174140123,0.0,2.7440001303330064,-2.297078499396699
81,REX_20251026084543.txt,Rex,174.879999273457,2025-10-26,Hit,1,2,12,172.035999138374,2.8440001350830073,2.8440001350830073,0.0,2.7440001303330064,0.8623995028463982
82,REX_20251026084543.txt,Rex,175.371999296825,2025-10-26,Hit,1,2,12,172.035999138374,3.3360001584510144,3.3360001584510144,0.0,3.472570309802375,-1.177780250346135
83,REX_20251026084543.txt,Rex,184.683999123052,2025-10-26,Hit,1,2,13,184.191999099683,0.49200002336900184,0.49200002336900184,0.0,0.3520000167190176,1.1759972500098732
84,REX_20251026084543.txt,Rex,184.983999137301,2025-10-26,Miss,1,2,13,184.191999099683,0.7920000376180099,0.7920000376180099,0.0,1.100000052247026,-2.5871939500137477
85,REX_20251026084543.txt,Rex,185.27199915098,2025-10-26,Hit,1,2,13,184.191999099683,1.08000005129702,1.08000005129702,0.0,1.100000052247026,-0.16799960714433584
86,REX_20251026084543.txt,Rex,185.595999166369,2025-10-26,Miss,1,2,13,184.191999099683,1.4040000666860237,1.4040000666860237,0.0,1.100000052247026,2.5673230287385183
87,REX_20251026084543.txt,Rex,186.003999185748,2025-10-26,Hit,1,2,13,184.191999099683,1.8120000860650123,1.8120000860650123,0.0,1.844000087585016,-0.27024452934181886
88,REX_20251026084543.txt,Rex,186.555999211967,2025-10-26,Safe,1,2,13,184.191999099683,2.3640001122840033,2.3640001122840033,0.0,2.588000122923006,-1.8917117053840908
